Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,approx_sales,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Platform_year
9305,Atari Anniversary Advance,Misc,E,GBA,Atari,Digital Eclipse,7.7,,0.18,,0.18,0.13,0.05,,0,2002,2
9306,Summer Athletics: The Ultimate Challenge,Sports,E,PS2,Conspiracy Entertainment,49Games,,,0.18,,0.18,,0,,0.18,2008,9
9308,Alone In The Dark,Adventure,M,Wii,Atari,Hydravision Entertainment,3.1,,0.18,,0.18,0.09,0.08,,0.02,2008,3
9309,Hatsune Miku and Future Stars: Project Mirai,Misc,,3DS,Sega,Unknown,,,0.18,,0.18,,,0.18,,2012,2
9310,Jeopardy!,Misc,E,DS,THQ,Griptonite Games,,,0.18,,0.18,0.17,,,0.01,2010,7
9311,Digimon Story: Cyber Sleuth,Role-Playing,T,PSV,Namco Bandai Games,Media.Vision,,,0.18,,0.18,0,,0.18,0,2016,6
9313,The Last Airbender,Action,E10,DS,THQ,THQ,,,0.18,,0.18,0.13,0.04,,0.02,2010,7
9314,X-Men Origins: Wolverine,Action,T,PS2,Activision,Amaze Entertainment,,,0.18,,0.18,0.13,0,,0.05,2009,10
9315,TalkMan (Japan),Misc,,PSP,Sony Computer Entertainment,Sony Computer Entertainment,,,0.18,,0.18,,,0.18,,2005,2
9316,Big Hero 6: Battle in the Bay,Action,,3DS,GameMill,GameMill,,,0.18,,0.18,,0.17,,0.01,2014,4
9317,Bloody Roar: Primal Fury,Fighting,T,GC,Activision,Eighting / Raizing,7.9,,0.18,,0.18,0.14,0.04,,0,2002,2
9318,Mega Man Soccer,Sports,,SNES,Capcom,Capcom,,,0.18,,0.18,0.04,0.01,0.13,,1994,5
9319,You Don't Know Jack,Misc,T,PS3,THQ,"Jellyvision, Inc.",8.2,,0.18,,0.18,0.16,,,0.02,2011,6
9320,Anarchy Reigns,Action,M,X360,Sega,PlatinumGames,,,0.18,,0.18,0.12,0.02,0.02,0.02,2013,9
9321,Call of Juarez,Shooter,M,X360,Ubisoft,Techland,6.9,,0.18,,0.18,0.14,0.02,0,0.01,2007,3
9322,Backbreaker,Sports,E,X360,505 Games,NaturalMotion Games,5.2,,0.18,,0.18,0.17,,,0.01,2010,6
9324,The Elder Scrolls IV: Shivering Isles,Role-Playing,M,X360,Bethesda Softworks,Bethesda Softworks,8.9,,0.18,,0.18,0.17,,,0.01,2007,3
9325,Resident Evil: Revelations,Action,M,PS4,Capcom,Capcom,7.2,,0.18,,0.18,0.06,0.06,0.04,0.02,2017,5
9326,FIFA 07 Soccer,Sports,E,GC,EA Sports,EA Canada,8.3,7.6,0.18,,0.18,0.14,0.04,,0,2006,6
9327,Rio,Misc,E10,Wii,THQ,TBA,,,0.18,,0.18,0.13,0.04,,0.01,2011,6
9328,Rabbids Party Collection,Misc,,Wii,Ubisoft,Ubisoft Montpellier,,,0.18,,0.18,,0.16,,0.02,2010,5
9330,Pokemon I Choose You / Squirtle Squad Game Boy Advance Video,Misc,,GBA,Nintendo,Nintendo,,,0.18,,0.18,0.13,0.05,,0,2004,4
9331,Vampire Savior: The Lord of Vampire,Fighting,,SAT,Capcom,Capcom,,,0.18,,0.18,,,0.18,0,1998,5
9332,Might & Magic: Clash of Heroes,Role-Playing,E10,DS,Ubisoft,Capybara Games,8.6,,0.18,,0.18,0.15,0.02,,0.01,2009,6
9333,Grand Slam Tennis 2,Sports,E,X360,EA Sports,EA Sports,,,0.18,,0.18,0.1,0.06,,0.02,2012,8
9334,Shrek SuperSlam,Action,E10,DS,Activision,Amaze Entertainment / Griptonite Games,,,0.18,,0.18,0.17,0,,0.01,2005,2
9336,Super Robot Wars UX,Role-Playing,,3DS,Namco Bandai Games,Banpresto,,,0.18,,0.18,,,0.18,,2013,3
9339,Six Flags Fun Park,Misc,E,DS,Brash Entertainment,7 Studios,,,0.18,,0.18,0.17,,,0.01,2008,5
9340,Test Drive Off-Road Wide Open,Racing,E,XB,Infogrames,Rockstar San Diego,,,0.18,,0.18,0.15,0.03,,0.01,2001,1
9343,Sing4: The Hits Edition,Misc,T,Wii,Crave Entertainment,Crave,,,0.18,,0.18,0.17,,,0.01,2011,6
9344,de Blob 2,Platform,E,Wii,THQ,Blue Tongue,8.1,,0.18,,0.18,0.11,0.06,,0.02,2011,6
9345,Pro Yakyuu Spirits 2011,Sports,,PS3,Konami,PawaPuro Production,,,0.18,,0.18,,,0.18,,2011,6
9348,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E10,DS,Buena Vista,Griptonite Games,,,0.18,,0.18,0.15,0.01,,0.01,2005,2
9350,Battle Commander: Hachibushu Shura no Heihou,Strategy,,SNES,Banpresto,Banpresto,,,0.18,,0.18,,,0.18,,1991,2
9351,Senran Kagura 2: Deep Crimson,Action,M,3DS,Marvelous Entertainment,Tamsoft,,,0.18,,0.18,0.06,0.02,0.08,0.01,2015,5
9352,Bad Boys: Miami Takedown,Shooter,M,XB,Crave Entertainment,Blitz Games,,,0.18,,0.18,0.14,0.04,,0.01,2004,4
9353,Jampack Vol. 1,Misc,,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.18,,0.18,0.1,0.07,,0.01,1997,4
9355,The Chronicles of Narnia: Prince Caspian,Adventure,T,X360,Disney Interactive Studios,Traveller's Tales,6.3,,0.18,,0.18,0.16,0.01,,0.01,2008,4
9356,Mega Man X: Command Mission,Role-Playing,E,PS2,Capcom,Capcom,,,0.18,,0.18,0.09,0.07,,0.02,2004,5
9357,Tokyo Xtreme Racer DRIFT,Racing,E,PS2,Crave Entertainment,Genki,,,0.18,,0.18,0.09,0.07,,0.02,2006,7
9358,Moon,Role-Playing,,PS,ASCII Entertainment,Lovedelic,,,0.18,,0.18,,,0.17,0.01,1997,4
9359,Call of Duty: Modern Warfare Trilogy,Shooter,M,X360,Activision,Infinity Ward,,,0.18,,0.18,0.13,0.04,,0.02,2016,12
9360,Mobile Suit Gundam: Extreme VS Force,Action,,PSV,Namco Bandai Games,Namco Bandai Games,,,0.18,,0.18,,,0.18,,2017,7
9361,Cabela's Big Game Hunter 2005 Adventures,Action,T,XB,Activision,FUN Labs,,,0.18,,0.18,0.13,0.04,,0.01,2004,4
9362,Sumikko Gurashi: Koko ga Ochitsukundesu,Action,,3DS,Nippon Columbia,Nippon Columbia,,,0.18,,0.18,,,0.18,,2014,4
9363,Re-Volt,Racing,E,N64,Acclaim Entertainment,Probe Entertainment Limited,,,0.18,,0.18,0.14,0.04,,0,1999,4
9364,Sesame Street: Elmo's Letter Adventure,Misc,EC,N64,NewKidCo,Realtime Associates,,,0.18,,0.18,0.14,0.04,,0,1999,4
9366,Metal Gear Ac!d 2,Strategy,M,PSP,Konami,Kojima Productions,8.3,,0.18,,0.18,0.11,0.01,0.05,0.01,2006,3
9367,Gokujou Parodius,Shooter,,SNES,Konami,Konami,,,0.18,,0.18,,,0.18,,1994,5
9368,Pure Futbol,Sports,E,X360,Ubisoft,Ubisoft Vancouver,3.8,,0.18,,0.18,0.08,0.08,,0.02,2010,6
9369,Gauntlet: Dark Legacy,Action,T,GC,Midway Games,Midway Games West,,,0.18,,0.18,0.14,0.04,,0,2002,2
9370,A.C.E.: Another Century's Episode 2,Simulation,,PS2,Banpresto,From Software,,,0.18,,0.18,,,0.18,,2006,7
9371,Pro Evolution Soccer 2013,Sports,E,3DS,Konami Digital Entertainment,Konami,,,0.18,,0.18,0.05,0.02,0.1,0.01,2013,3
9372,Shadow The Hedgehog,Platform,E10,XB,Sega,Sonic Team,5,,0.18,,0.18,0.13,0.04,,0.01,2005,5
9373,Squeeballs Party,Puzzle,E10,DS,Aksys Games,Eiconic Games,,,0.18,,0.18,0.17,0,,0.01,2009,6
9375,Ben 10 Ultimate Alien: Cosmic Destruction,Platform,E10,X360,D3 Publisher,Papaya Studios,,,0.18,,0.18,0.1,0.06,,0.02,2010,6
9376,Shaun White Skateboarding,Sports,E10,Wii,Ubisoft,Ubisoft Montreal,,,0.18,,0.18,0.13,0.03,,0.01,2010,5
9377,World of Outlaws: Sprint Cars,Racing,E,X360,THQ,Big Ant Studios,,,0.18,,0.18,0.17,,,0.01,2010,6
9378,SoulCalibur Legends,Action,T,Wii,Namco Bandai,Project Soul,4.8,,0.18,,0.18,0.16,0.01,,0.01,2007,2
9380,Batman: Vengeance,Action,E,GBA,Ubisoft,Ubisoft,6.2,,0.18,,0.18,0.13,0.05,,0,2001,1
9382,Trinity Universe,Role-Playing,T,PS3,NIS America,Nippon Ichi Software / Gust,6.2,,0.18,,0.18,0.07,0.06,0.03,0.02,2010,5
9383,MLB 11: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,,,0.18,,0.18,0.16,,,0.02,2011,8
9384,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,Sports,,DC,Sega,Smilebit,,,0.18,,0.18,,,0.18,0,2000,3
9385,Spider-Man: Friend or Foe,Action,E10,PSP,Activision,Artificial Mind and Movement,5,,0.18,,0.18,0.16,0,,0.01,2007,4
9386,The Adventures of Cookie & Cream,Puzzle,E,PS2,Agetec,From Software,,,0.18,,0.18,0.09,0.07,,0.02,2001,2
9388,Van Helsing,Action,T,XB,VU Games,Saffire Corporation,,,0.18,,0.18,0.13,0.04,,0.01,2007,7
9389,Hatsune Miku: Project Diva X,Music,T,PSV,Sega,Sega,,,0.18,,0.18,0.05,,0.12,0.02,2016,6
9391,Gun,Shooter,M,GC,Activision,Neversoft Entertainment,7.9,,0.18,,0.18,0.14,0.04,,0,2005,5
9393,F1 Challenge,Racing,E,SAT,Virgin Interactive,Bell Corporation,,,0.18,,0.18,,,0.18,0,1996,3
9394,Hellboy: The Science of Evil,Action,T,PS3,Konami,Krome Studios,,,0.18,,0.18,0.14,0.02,,0.02,2008,3
9395,How to Train Your Dragon,Action,E10,PS3,Activision,Etranges Libellules,4.6,,0.18,,0.18,0.12,0.03,,0.02,2010,5
9396,One Piece: Pirate Warriors 3,Action,,PSV,Tecmo Koei,Omega Force,,,0.18,,0.18,,0.03,0.14,0.01,2015,5
9397,DiRT Showdown,Racing,E10,PS3,Codemasters,Codemasters,,,0.18,,0.18,0.02,0.12,,0.03,2012,7
9398,Ringling Bros. and Barnum & Bailey: Circus Friends,Action,E,DS,2K Play,2K Games,,,0.18,,0.18,0.16,0,,0.01,2009,6
9399,Shadow Madness,Role-Playing,T,PS,Crave Entertainment,Crave Entertainment,,,0.18,,0.18,0.1,0.07,,0.01,1999,6
9400,Zumba Fitness Rush,Music,E10,X360,Majesco Entertainment,Majesco Entertainment,,,0.18,,0.18,0,0.16,,0.02,2012,8
9402,Senran Kagura: Estival Versus,Action,M,PS4,Xseed Games,Marvelous Entertainment,,,0.18,,0.18,0.08,,0.09,0.02,2016,4
9404,Back to the Future:,Adventure,T,PS4,Telltale Games,Telltale Games,,,0.18,,0.18,0.1,0.05,,0.03,2015,3
9405,Tiger Woods PGA Tour 2004,Sports,E,GBA,EA Sports,Digital Eclipse,,,0.18,,0.18,0.13,0.05,,0,2003,3
9406,Marvel Super Hero Squad: Comic Combat,Action,E10,X360,THQ,THQ,,,0.18,,0.18,0.13,0.04,,0.02,2011,7
9407,The Game of Life / Yahtzee / Payday,Misc,E,GBA,DSI Games,Black Lantern Studios,,,0.18,,0.18,0.13,0.05,,0,2005,5
9409,American Chopper 2: Full Throttle,Racing,T,PS2,Activision,Creat Studio,,,0.18,,0.18,0.09,0.07,,0.02,2005,6
9410,Despicable Me:,Platform,E10,PSP,D3 Publisher,Monkey Bar Games,,,0.18,,0.18,0.05,0.09,,0.04,2010,7
9411,Silent Hill 4: The Room,Adventure,M,XB,Konami,KCET,,,0.18,,0.18,0.14,0.04,,0.01,2004,4
9412,Commandos 2: Men of Courage,Strategy,T,PS2,Eidos Interactive,Pyro Studios,,,0.18,,0.18,0.09,0.07,,0.02,2002,3
9413,Mega Man III,Platform,,GB,Capcom,Capcom,,,0.18,,0.18,,,0.18,,1992,4
9416,Burnout Legends,Racing,E,DS,Electronic Arts,Visual Impact,3.8,,0.18,,0.18,0.15,0.02,,0.01,2005,2
9417,Pirates: Hunt For Blackbeard's Booty,Adventure,E,Wii,Activision,Activision,,,0.18,,0.18,0.08,0.08,,0.02,2008,3
9418,Escape the Museum,Adventure,E,DS,GameMill,Gogii Games,,,0.18,,0.18,0.04,0.12,,0.02,2010,7
9419,FIFA Soccer 2002,Sports,E,GC,EA Sports,EA Canada,,,0.18,,0.18,0.14,0.04,,0,2001,1
9420,Otomedius Excellent,Shooter,T,X360,Konami,Konami,7,,0.18,,0.18,0.13,,0.04,0.01,2011,7
9421,Atari Anniversary Edition Redux,Misc,E,PS,Infogrames,Digital Eclipse,,,0.18,,0.18,0.1,0.07,,0.01,2001,8
9422,Splatterhouse,Action,M,X360,Namco Bandai,BottleRocket,,,0.18,,0.18,0.14,0.03,,0.01,2010,6
9423,Toukiden,Action,,PSP,Tecmo Koei,Omega Force,,,0.18,,0.18,,,0.18,,2013,10
9424,Danganronpa V3: Killing Harmony,Adventure,M,PSV,NIS America,Spike Chunsoft,,,0.18,,0.18,0.02,0.01,0.13,0.01,2017,7
9425,Fireblade,Simulation,T,PS2,Midway Games,Kuju Entertainment,,,0.18,,0.18,0.09,0.07,,0.02,2002,3
9426,Cabela's Big Game Hunter: Hunting Party,Sports,T,X360,Activision,Activision,,,0.18,,0.18,0.16,,,0.02,2011,7
9427,Sega Genesis Classics,Misc,T,NS,Sega,Sega,,,0.18,,0.18,0.1,0.06,,0.02,2018,2
9429,Disney's Tarzan Untamed,Platform,E,GC,Ubisoft,Ubisoft Montreal,,,0.18,,0.18,0.14,0.04,,0,2001,1
9430,Hello Kitty: Birthday Adventures,Adventure,E,DS,Zoo Games,OneNine Studios,,,0.18,,0.18,0.06,0.1,,0.02,2010,7
9431,Brunswick Circuit Pro Bowling,Sports,E,PS,THQ,Adrenalin Entertainment,8.2,,0.18,,0.18,0.1,0.07,,0.01,1998,5
9432,Chuck E. Cheese's Party Games,Misc,E,DS,UFO Interactive,"Black Lantern Studios, Inc.",,,0.18,,0.18,0.17,,,0.01,2010,7
9433,Naruto Shippuden: Dragon Blade Chronicles,Action,E10,Wii,Atlus,8ing/Raizing,4.3,,0.18,,0.18,0.11,0.02,0.05,0.01,2010,5
9434,Cabela's Dangerous Hunts 2009,Sports,T,PS2,Activision,Activision,,,0.18,,0.18,0.09,0.07,,0.02,2008,9
9435,Cities: Skylines,Simulation,E,XOne,Koch Media,Colossal Order,,,0.18,,0.18,0.13,0.03,,0.02,2017,5
9436,Ball Breakers,Action,E,PS,Take-Two Interactive,Lost Toys,,,0.18,,0.18,0.1,0.07,,0.01,2000,7
9437,MindJack,Shooter,M,PS3,Square Enix,FeelPlus,4.6,,0.18,,0.18,0.07,0.08,,0.03,2011,6
9438,Mobile Suit Gundam Seed Destiny: Generation of C.E.,Action,,PS2,Bandai,Bandai,,,0.18,,0.18,,,0.18,,2005,6
9440,EyeToy: Groove,Misc,E,PS2,Sony Computer Entertainment,SCEE London Studio,,,0.18,,0.18,0.09,0.07,,0.02,2004,5
9441,Lips: Party Classics,Misc,T,X360,Microsoft Game Studios,iNiS,,,0.18,,0.18,0.05,0.11,,0.02,2010,6
9442,Twisted Metal: Small Brawl,Action,T,PS,Sony Computer Entertainment,Incognito Inc.,,,0.18,,0.18,0.1,0.07,,0.01,2001,8
9443,Charlie and the Chocolate Factory,Adventure,E,GC,Global Star Software,High Voltage Software,3.9,,0.18,,0.18,0.14,0.04,,0,2005,5
9444,Armored Core: Last Raven,Simulation,T,PS2,Agetec,From Software,,,0.18,,0.18,0.05,0.04,0.08,0.01,2006,7
9445,College Hoops 2K7,Sports,E,PS3,2K Sports,Visual Concepts,8.2,,0.18,,0.18,0.16,,,0.01,2007,2
9446,Tomb Raider: Underworld,Adventure,T,PS2,Eidos Interactive,Crystal Dynamics,,,0.18,,0.18,0.09,0.04,,0.05,2009,10
9447,Full Auto 2: Battlelines,Racing,T,PS3,Sega,Pseudo Interactive,6.7,,0.18,,0.18,0.14,0.02,,0.02,2006,1
9449,All Grown Up! Express Yourself,Misc,E,GBA,THQ,Altron,3.7,,0.18,,0.18,0.13,0.05,,0,2004,4
9450,Cabela's Adventure Camp,Misc,E,Wii,Activision,Activision,,,0.18,,0.18,0.14,0.02,,0.02,2011,6
9451,Monster 4x4: Stunt Racer,Racing,E,Wii,Ubisoft,Ubisoft Reflections,,,0.18,,0.18,0.16,0,,0.01,2009,4
9453,K-1 World Grand Prix,Sports,T,PS2,Konami,Konami,,,0.18,,0.18,0.04,0.03,0.1,0.01,2003,4
9454,Lego Star Wars: The Force Awakens,Action-Adventure,E10,PSV,Warner Bros. Interactive Entertainment,TT Fusion,,,0.18,,0.18,0.02,0.1,0.02,0.03,2016,6
9455,Kidou Senshi Gundam: Senjou no Kizuna Portable,Strategy,,PSP,Namco Bandai,Access Games,,,0.18,,0.18,,,0.18,,2009,6
9456,Danganronpa 2: Goodbye Despair,Adventure,M,PSV,NIS America,Spike Chunsoft,,,0.18,,0.18,0.08,0.05,,0.04,2014,4
9457,Super Robot Taisen A Portable,Strategy,,PSP,Namco Bandai,Banpresto,,,0.18,,0.18,,,0.18,,2008,5
9458,Juiced,Racing,T,XB,THQ,Juice Games,,,0.18,,0.18,0.13,0.04,,0.01,2005,5
9459,WWE SmackDown vs. Raw 2009,Fighting,T,DS,THQ,TOSE,,,0.18,,0.18,0.14,0.02,,0.01,2008,5
9462,Looney Tunes: Back in Action,Platform,E,GBA,Electronic Arts,Warthog,,,0.18,,0.18,0.13,0.05,,0,2003,3
9464,Yu-Gi-Oh! Zexal Clash! Duel Carnival!,Misc,,3DS,Konami Digital Entertainment,Konami,,,0.18,,0.18,,0.09,0.08,0.01,2014,4
9465,Sniper: Ghost Warrior 3,Shooter,M,XOne,City Interactive,City Interactive,,,0.18,,0.18,0.11,0.05,,0.02,2017,5
9467,Virtua Tennis,Sports,E,GBA,THQ,Altron,,,0.18,,0.18,0.13,0.05,,0,2002,2
9468,Biohazard: Revival Selection,Action,,PS3,Capcom,Capcom,,,0.18,,0.18,,,0.18,,2011,6
9469,SimCity Creator,Simulation,,DS,Electronic Arts,The Sims Studio,,,0.18,,0.18,,,0.18,,2008,5
9470,Tales of the Tempest,Role-Playing,,DS,Namco,Dimps Corporation,,,0.18,,0.18,,,0.18,,2006,3
9471,Sonic Riders: Zero Gravity,Racing,E,PS2,Sega,Sonic Team,,,0.18,,0.18,0.09,0.07,,0.02,2008,9
9473,UFC: Sudden Impact,Fighting,T,PS2,Global Star Software,Opus Studio,,,0.18,,0.18,0.09,0.07,,0.02,2004,5
9474,Dynasty Warriors: Gundam 3,Action,T,X360,Tecmo Koei,Omega Force,6.5,,0.18,,0.18,0.11,0.03,0.02,0.01,2011,7
9476,NBA Hoopz,Sports,E,PS2,Midway Games,Eurocom Entertainment Software,,,0.18,,0.18,0.09,0.07,,0.02,2001,2
9477,Nancy Drew: The Hidden Staircase,Adventure,E,DS,THQ,Gorilla Systems,,,0.18,,0.18,0.16,,,0.01,2008,5
9478,ESPN X Games Skateboarding,Sports,E,GBA,Konami,Konami Computer Entertainment Hawaii,5.7,,0.18,,0.18,0.13,0.05,,0,2001,1
9480,College Hoops 2K8,Sports,E,X360,2K Sports,Visual Concepts,,,0.18,,0.18,0.16,,,0.01,2007,3
9481,Speedball 2100,Sports,E,PS,Take-Two Interactive,Bitmap Brothers,,,0.18,,0.18,0.1,0.07,,0.01,2000,7
9482,Velvet Assassin,Shooter,M,X360,SouthPeak Interactive,Replay Studios,5.3,,0.18,,0.18,0.14,0.02,0.01,0.01,2009,5
9484,EyePet & Friends,Simulation,E,PS3,Sony Computer Entertainment,SCEE London Studio,,,0.18,,0.18,0.06,0.09,,0.03,2011,6
9485,LEGO Island 2: The Brickster's Revenge,Adventure,E,PS,LEGO Media,Silicon Dreams,,,0.18,,0.18,0.1,0.07,,0.01,2001,8
9487,Backyard Basketball,Sports,E,GBA,Atari,Mistic Software,6,,0.18,,0.18,0.13,0.05,,0,2004,4
9488,Madden NFL 09,Sports,E,XB,EA Sports,EA Tiburon,,,0.18,,0.18,0.13,0.04,,0.01,2008,8
9489,Backbreaker,Sports,E,PS3,505 Games,NaturalMotion Games,,,0.18,,0.18,0.16,,,0.02,2010,5
9490,Fancy Nancy: Tea Party Time!,Adventure,E,DS,THQ,Webfoot Technologies,,,0.18,,0.18,0.16,,,0.01,2010,7
9491,How to Train Your Dragon 2,Action-Adventure,E10,X360,Little Orbit,Torus Games,,,0.18,,0.18,0.06,0.1,,0.01,2014,10
9492,Scooby-Doo! Unmasked,Platform,E,GBA,THQ,Artificial Mind and Movement,,,0.18,,0.18,0.13,0.05,,0,2005,5
9493,Summon Night 4,Role-Playing,,PS2,Banpresto,Flight-Plan,,,0.18,,0.18,,,0.18,,2006,7
9494,NHL 2004,Sports,E,XB,EA Sports,EA Black Box,,,0.18,,0.18,0.13,0.04,,0.01,2003,3
9495,Pro Yakyuu Spirits 5,Sports,,PS2,Konami,PawaPuro Production,,,0.18,,0.18,,,0.18,,2008,9
9496,Namco Museum: 50th Anniversary,Misc,E10,XB,Namco,Digital Eclipse,,,0.18,,0.18,0.13,0.04,,0.01,2005,5
9497,Country Dance: All Stars,Music,E10,X360,GameMill Entertainment,GameMill Entertainment,,,0.18,,0.18,0.16,,,0.02,2012,8
9498,NFL 2K2,Sports,E,XB,Sega,Visual Concepts,,,0.18,,0.18,0.13,0.04,,0.01,2002,2
9499,NBA Starting Five,Sports,E,PS2,Konami,Konami,,,0.18,,0.18,0.09,0.07,,0.02,2002,3
9500,The Suffering: Ties That Bind,Action,M,PS2,Midway Games,Surreal Software,,,0.17,,0.17,0.09,0.07,,0.02,2005,6
9501,EyeToy: Kinetic,Sports,E,PS2,Sony Computer Entertainment,SCEE London Studio,,,0.17,,0.17,0.09,0.07,,0.02,2005,6
9502,Project Spark,Misc,E10,XOne,Microsoft Studios,Team Dakota,,,0.17,,0.17,0.11,0.05,,0.02,2014,2
9503,Army Men: Sarge's Heroes 2,Shooter,T,PS2,3DO,3DO,,,0.17,,0.17,0.09,0.07,,0.02,2001,2
9505,Rapala Fishing Frenzy 2009,Sports,E,PS3,Activision,FUN Labs,,,0.17,,0.17,0.16,,,0.01,2008,3
9508,Demon Gaze,Misc,,PSV,NIS America,Unknown,,,0.17,,0.17,0.04,0.03,0.09,0.02,2014,4
9509,The Wild Thornberrys: Animal Adventures,Adventure,E,PS,Mattel Interactive,Mattel Interactive,,,0.17,,0.17,0.1,0.07,,0.01,2000,7
9511,SEGA Bass Fishing Duel,Sports,E,PS2,Sega,Wow Entertainment,,,0.17,,0.17,0.09,0.07,,0.02,2002,3
9512,Teen Titans,Action,E10,GBA,THQ,A2M,,,0.17,,0.17,0.13,0.05,,0,2005,5
9513,Time and Eternity,Role-Playing,T,PS3,NIS America,imageepoch Inc.,,,0.17,,0.17,0.06,0.03,0.06,0.02,2013,8
9514,Pictionary,Puzzle,E,DS,THQ,ImaginEngine,,,0.17,,0.17,0.09,0.06,,0.02,2010,7
9515,Petz: Horseshoe Ranch,Adventure,E,DS,Ubisoft,Ubisoft,,,0.17,,0.17,0.16,,,0.01,2009,6
9516,Sports Illustrated for Kids: Baseball,Sports,E,GBA,BAM! Entertainment,Sennari Interactive,,,0.17,,0.17,0.12,0.05,,0,2001,1
9517,Mark Davis Pro Bass Challenge,Sports,E,PS2,Natsume,SIMS,,,0.17,,0.17,0.09,0.07,,0.02,2003,4
9518,Rugrats: Royal Ransom,Platform,E,GC,THQ,Avalanche Software,,,0.17,,0.17,0.13,0.03,,0,2002,2
9519,Jewel Match,Puzzle,E,DS,Atari,PlayV,,,0.17,,0.17,0.05,0.11,,0.02,2011,8
9520,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,DS,Konami,Konami Computer Entertainment Tokyo,,,0.17,,0.17,,0,0.17,0,2007,4
9521,Warriors of Might and Magic,Adventure,T,PS2,3DO,3DO,,,0.17,,0.17,0.09,0.07,,0.02,2001,2
9522,Open Season,Platform,E10,GC,Ubisoft,Ubisoft Montreal,6.4,,0.17,,0.17,0.13,0.03,,0,2006,6
9523,The Walking Dead - The Telltale Series: A New Frontier,Adventure,,PS4,Warner Bros. Interactive Entertainment,Telltale Games,,,0.17,,0.17,0.11,0.04,,0.03,2017,5
9524,Marvel Super Hero Squad: The Infinity Gauntlet,Action,E10,PS3,THQ,THQ,,,0.17,,0.17,0.12,0.03,,0.02,2010,5
9525,Street Fighter: The Movie,Fighting,T,PS,Acclaim Entertainment,Incredible Technologies,,,0.17,,0.17,0.1,0.07,,0.01,1995,2
9526,Major League Baseball 2K9,Sports,E,PS3,2K Sports,Visual Concepts,,,0.17,,0.17,0.16,,0,0.01,2009,4
9528,Race Pro,Racing,E,X360,Atari,SimBin,,,0.17,,0.17,0.06,0.09,,0.02,2009,5
9530,Stormrise,Strategy,M,PS3,Sega,The Creative Assembly,,,0.17,,0.17,0.13,0.02,,0.02,2009,4
9531,World Championship Poker,Misc,E,GBA,Crave Entertainment,Sensory Sweep Studios,,,0.17,,0.17,0.12,0.05,,0,2004,4
9532,WordJong Party,Puzzle,E,Wii,Destineer,Magellan Interactive,,,0.17,,0.17,0.16,,,0.01,2008,3
9533,Global Defence Force,Shooter,,PS2,Essential Games,Sandlot,,,0.17,,0.17,,,0.17,,2007,8
9534,Skate it,Sports,E,DS,Electronic Arts,Exient Entertainment,,,0.17,,0.17,0.14,0.02,,0.01,2008,5
9536,uDraw Studio: Instant Artist,Misc,E,Wii,THQ,THQ,,,0.17,,0.17,0.06,0.09,,0.02,2011,6
9537,Major League Baseball 2K6,Sports,E,GC,2K Sports,Kush Games,6.2,,0.17,,0.17,0.13,0.03,,0,2006,6
9538,SaGa 2: Hihou Densetsu - Goddess of Destiny,Role-Playing,,DS,Square Enix,Square Enix,,,0.17,,0.17,,,0.17,,2009,6
9539,Smash Court Tennis Pro Tournament,Sports,E,PS2,Namco,Namco,,,0.17,,0.17,0.08,0.07,,0.02,2002,3
9540,Super Robot Taisen L,Strategy,,DS,Namco Bandai,Banpresto,,,0.17,,0.17,,,0.17,,2010,7
9542,The Grim Adventures of Billy & Mandy,Action,E10,GC,Midway Games,High Voltage Software,7.2,,0.17,,0.17,0.13,0.03,,0,2006,6
9543,NBA Inside Drive 2004,Sports,E,XB,Microsoft Game Studios,High Voltage Software,,,0.17,,0.17,0.13,0.04,,0.01,2003,3
9544,The King of Fighters '97,Fighting,,PS,Trigger Apps,SNK Corporation,,,0.17,,0.17,,,0.16,0.01,1998,5
9545,Professional Fisherman's Tour: Northern Hemisphere,Sports,E,DS,UFO Interactive,Starfish,,,0.17,,0.17,0.16,,,0.01,2007,4
9546,Time Commando,Action,T,PS,Activision,Adeline Software,,,0.17,,0.17,0.1,0.07,,0.01,1996,3
9547,Backyard Sports Football: Rookie Rush,Sports,E,DS,Atari,HB Studios,,,0.17,,0.17,0.16,,,0.01,2010,7
9548,Kekkaishi: Karasumori Ayakashi Kidan,Action,,DS,Namco Bandai,Bandai Namco Games,,,0.17,,0.17,,,0.17,,2007,4
9549,Gretzky NHL 2005,Sports,E,PS2,Sony Computer Entertainment,Page 44 Studios,,,0.17,,0.17,0.08,0.07,,0.02,2004,5
9551,Horrid Henry: Missions of Mischief,Adventure,E,DS,SouthPeak Interactive,Asylum Entertainment,,,0.17,,0.17,0.01,0.14,,0.02,2010,7
9552,Michael Jackson: The Experience 3D,Misc,E10,3DS,Ubisoft,Longtail Studios,,,0.17,,0.17,0.13,0.03,,0.02,2011,1
